date,ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_GLD
2010-05-27,98.41335806451612,0.17,0.00000,9.432258064516128,34.61,97.92,118.69000244140624
2010-05-28,98.40590645161288,0.16,0.00000,9.425806451612903,67.13,92.98,118.87999725341795
2010-06-01,98.3761,0.16,0.50000,9.4,25.67,88.0,119.91000366210938
2010-06-02,98.39715666666666,0.16,0.00000,9.4,24.14,78.16,119.77999877929688
2010-06-03,98.41821333333333,0.14,0.00000,9.4,37.23,83.05,117.95999908447266
2010-06-04,98.43927,0.14,0.37000,9.4,37.86,79.31,119.19000244140624
2010-06-07,98.50244,0.12,0.58000,9.4,39.61,116.92,121.48999786376952
2010-06-08,98.52349666666666,0.12,0.00000,9.4,109.47,193.59,121.0
2010-06-09,98.54455333333333,0.1,0.36000,9.4,73.8,145.25,120.55999755859376
2010-06-10,98.56561,0.1,0.00000,9.4,26.33,222.64,118.97000122070312
2010-06-11,98.58666666666666,0.08,0.38000,9.4,25.83,105.75,120.01000213623048
2010-06-14,98.64983666666666,0.07,0.59000,9.4,70.24,103.2,119.5999984741211
2010-06-15,98.67089333333332,0.09,0.00000,9.4,156.14,113.0,120.98999786376952
2010-06-16,98.69195,0.1,0.35000,9.4,96.73,99.02,120.33000183105467
2010-06-17,98.71300666666669,0.09,0.00000,9.4,54.38,138.77,121.9000015258789
2010-06-18,98.73406333333334,0.11,0.00000,9.4,6.62,128.67,122.83000183105467
2010-06-21,98.79723333333334,0.12,0.59000,9.4,30.41,104.25,120.38999938964844
2010-06-22,98.81829,0.13,1.38000,9.4,39.25,80.74,121.4499969482422
2010-06-23,98.83934666666669,0.13,0.37000,9.4,43.84,109.74,120.9499969482422
2010-06-24,98.86040333333334,0.13,0.00000,9.4,40.88,140.16,121.3000030517578
2010-06-25,98.88146,0.13,0.00000,9.4,25.58,165.61,122.76000213623048
2010-06-28,98.94463,0.17,0.00000,9.4,64.61,139.45,121.08999633789062
2010-06-29,98.96568666666668,0.15,0.00000,9.4,58.34,169.44,121.2699966430664
2010-06-30,98.98674333333334,0.18,0.00000,9.4,63.45,190.92,121.68000030517578
2010-07-01,99.0078,0.17,0.00000,9.4,75.32,194.68,117.04000091552734
2010-07-02,99.0005741935484,0.17,0.00000,9.403225806451614,28.4,137.95,118.48999786376952
2010-07-06,98.97167096774194,0.17,0.57000,9.416129032258064,106.25,139.81,116.51000213623048
2010-07-07,98.96444516129031,0.16,0.00000,9.419354838709678,20.94,101.05,117.7300033569336
2010-07-08,98.95721935483871,0.15,0.00000,9.422580645161291,51.03,159.82,117.20999908447266
2010-07-09,98.9499935483871,0.16,0.43000,9.425806451612903,7.4,200.06,118.36000061035156
2010-07-12,98.92831612903224,0.16,0.62000,9.435483870967742,63.64,185.84,117.33999633789062
2010-07-13,98.92109032258064,0.15,0.49000,9.438709677419356,25.31,170.3,118.36000061035156
2010-07-14,98.91386451612904,0.15,0.00000,9.441935483870967,48.42,147.54,118.3000030517578
2010-07-15,98.90663870967742,0.15,0.00000,9.44516129032258,44.23,132.67,118.2300033569336
2010-07-16,98.8994129032258,0.15,0.00000,9.448387096774194,27.99,223.92,116.66999816894533
2010-07-19,98.87773548387096,0.17,0.00000,9.458064516129031,63.31,192.93,115.7300033569336
2010-07-20,98.87050967741936,0.16,0.50000,9.461290322580645,76.19,158.0,116.6500015258789
2010-07-21,98.86328387096776,0.16,0.00000,9.464516129032258,99.69,177.21,115.8499984741211
2010-07-22,98.85605806451612,0.16,0.00000,9.467741935483872,33.41,356.29,116.86000061035156
2010-07-23,98.84883225806452,0.16,0.84000,9.470967741935484,14.39,238.51,116.08999633789062
2010-07-26,98.82715483870967,0.16,0.00000,9.480645161290322,203.2,136.59,115.5199966430664
2010-07-27,98.81992903225806,0.15,0.49000,9.483870967741936,117.63,201.62,113.51000213623048
2010-07-28,98.81270322580644,0.15,1.87000,9.487096774193548,44.56,155.18,113.77999877929688
2010-07-29,98.80547741935484,0.15,0.00000,9.49032258064516,11.02,119.59,114.29000091552734
2010-07-30,98.79825161290324,0.15,0.00000,9.493548387096777,7.0,167.86,115.48999786376952
2010-08-02,98.7726129032258,0.16,0.00000,9.5,86.54,168.93,115.54000091552734
2010-08-03,98.7614258064516,0.16,0.49000,9.5,58.82,128.04,115.98999786376952
2010-08-04,98.75023870967742,0.16,0.39000,9.5,67.03,145.53,116.72000122070312
2010-08-05,98.73905161290322,0.15,0.00000,9.5,148.69,91.49,116.9800033569336
2010-08-06,98.72786451612905,0.15,0.00000,9.5,27.36,156.3,117.83999633789062
2010-08-09,98.69430322580644,0.15,0.00000,9.5,32.63,149.17,117.4000015258789
2010-08-10,98.68311612903226,0.15,0.00000,9.5,40.07,143.49,117.7300033569336
2010-08-11,98.67192903225806,0.15,0.39000,9.5,127.25,125.01,117.33999633789062
2010-08-12,98.66074193548388,0.16,0.33000,9.5,73.29,154.61,118.7699966430664
2010-08-13,98.64955483870968,0.15,0.00000,9.5,229.84,141.21,118.73999786376952
2010-08-16,98.6159935483871,0.16,1.37000,9.5,105.11,177.94,119.7300033569336
2010-08-17,98.6048064516129,0.17,0.00000,9.5,17.48,126.51,119.75
2010-08-18,98.59361935483872,0.16,0.82000,9.5,13.99,111.88,120.22000122070312
2010-08-19,98.58243225806451,0.16,0.00000,9.5,39.11,91.51,120.38999938964844
2010-08-20,98.57124516129032,0.15,0.00000,9.5,14.44,162.27,119.97000122070312
2010-08-23,98.53768387096774,0.16,0.00000,9.5,34.86,146.06,119.77999877929688
2010-08-24,98.52649677419356,0.16,0.53000,9.5,35.88,112.75,120.36000061035156
2010-08-25,98.51530967741937,0.16,0.00000,9.5,47.22,202.98,121.36000061035156
2010-08-26,98.50412258064516,0.16,0.00000,9.5,126.97,153.88,120.95999908447266
2010-08-27,98.49293548387097,0.15,0.41000,9.5,70.33,174.13,121.01000213623048
2010-08-30,98.45937419354838,0.14,0.00000,9.5,34.95,235.2,120.91000366210938
2010-08-31,98.4481870967742,0.14,0.00000,9.5,206.04,214.97,122.08000183105467
2010-09-01,98.437,0.13,0.79000,9.5,155.84,296.8,121.69000244140624
2010-09-02,98.43718,0.14,0.32000,9.496666666666666,16.58,113.68,122.29000091552734
2010-09-03,98.43736,0.14,0.00000,9.493333333333334,13.51,159.55,121.86000061035156
2010-09-07,98.43808,0.14,0.00000,9.48,98.53,315.25,122.6999969482422
2010-09-08,98.43826,0.14,0.39000,9.476666666666668,13.45,233.09,122.70999908447266
2010-09-09,98.43844,0.14,0.00000,9.473333333333333,16.06,208.02,121.55999755859376
2010-09-10,98.43862,0.14,0.39000,9.47,33.5,165.88,121.7300033569336
2010-09-13,98.43916,0.15,0.00000,9.46,86.84,260.5,121.62000274658205
2010-09-14,98.43934,0.15,0.00000,9.456666666666669,62.37,317.76,124.0199966430664
2010-09-15,98.43952,0.15,0.00000,9.453333333333331,31.25,200.01,123.94000244140624
2010-09-16,98.4397,0.16,0.00000,9.45,32.26,139.28,124.62999725341795
2010-09-17,98.43988,0.16,0.39000,9.446666666666667,20.1,163.29,124.54000091552734
2010-09-20,98.44042,0.17,0.00000,9.436666666666667,123.81,235.79,124.87000274658205
2010-09-21,98.4406,0.17,0.95000,9.433333333333334,89.56,182.97,126.01000213623048
2010-09-22,98.44078,0.16,0.00000,9.43,13.18,278.65,126.1999969482422
2010-09-23,98.44096,0.16,0.00000,9.426666666666668,5.33,131.98,126.3000030517578
2010-09-24,98.44114,0.15,0.78000,9.423333333333334,19.92,118.9,126.69000244140624
2010-09-27,98.44168,0.16,0.00000,9.413333333333334,10.96,250.43,126.72000122070312
2010-09-28,98.44186,0.16,0.00000,9.41,66.77,193.93,127.8499984741211
2010-09-29,98.44204,0.16,0.00000,9.406666666666666,37.85,204.22,127.9499969482422
2010-09-30,98.44222,0.16,0.30000,9.403333333333334,30.93,153.17,127.91000366210938
2010-10-01,98.4424,0.16,0.00000,9.4,13.5,174.77,128.91000366210938
2010-10-04,98.39273548387098,0.13,0.63000,9.438709677419356,43.26,201.85,128.4600067138672
2010-10-05,98.3761806451613,0.12,1.49000,9.451612903225806,50.67,167.29,130.99000549316406
2010-10-06,98.35962580645162,0.13,0.00000,9.464516129032258,19.25,146.65,131.80999755859375
2010-10-07,98.34307096774194,0.13,0.00000,9.47741935483871,59.59,155.11,130.3699951171875
2010-10-08,98.32651612903226,0.12,0.00000,9.49032258064516,44.07,213.44,131.66000366210938
2010-10-12,98.26029677419356,0.13,0.47000,9.541935483870969,47.72,206.01,131.9600067138672
2010-10-13,98.24374193548388,0.13,0.00000,9.55483870967742,274.39,157.99,134.07000732421875
2010-10-14,98.2271870967742,0.14,0.00000,9.567741935483872,211.55,402.91,134.75
2010-10-15,98.21063225806452,0.14,0.00000,9.580645161290324,18.73,185.5,133.67999267578125
2010-10-18,98.16096774193548,0.15,1.77000,9.619354838709675,50.38,268.65,134.27999877929688
2010-10-19,98.1444129032258,0.14,0.91000,9.63225806451613,7.73,203.27,130.11000061035156
2010-10-20,98.12785806451612,0.14,0.00000,9.645161290322582,6.09,206.51,131.32000732421875
2010-10-21,98.11130322580644,0.13,0.00000,9.658064516129032,9.66,217.01,129.47000122070312
2010-10-22,98.09474838709676,0.13,0.36000,9.670967741935485,12.44,161.12,129.72999572753906
2010-10-25,98.04508387096774,0.14,1.17000,9.70967741935484,50.03,350.64,130.85000610351562
2010-10-26,98.02852903225806,0.14,0.44000,9.72258064516129,7.48,265.05,130.8800048828125
2010-10-27,98.01197419354838,0.14,0.00000,9.735483870967744,24.18,163.49,129.52000427246094
2010-10-28,97.9954193548387,0.13,0.56000,9.748387096774197,28.74,195.22,131.24000549316406
2010-10-29,97.97886451612902,0.12,0.00000,9.761290322580646,185.41,239.21,132.6199951171875
2010-11-01,97.9292,0.13,0.59000,9.8,121.49,204.39,131.9199981689453
2010-11-02,97.96600666666666,0.13,0.44000,9.783333333333331,37.91,274.36,132.49000549316406
2010-11-03,98.00281333333332,0.13,0.00000,9.766666666666667,115.83,317.26,131.57000732421875
2010-11-04,98.03962,0.13,0.30000,9.75,30.33,273.42,136.02999877929688
2010-11-05,98.07642666666666,0.13,0.00000,9.733333333333334,31.75,229.76,136.3800048828125
2010-11-08,98.18684666666668,0.13,1.18000,9.683333333333334,50.36,126.6,137.77999877929688
2010-11-09,98.22365333333332,0.13,0.45000,9.666666666666668,30.92,226.72,135.58999633789062
2010-11-10,98.26046,0.13,0.35000,9.65,17.66,96.41,137.24000549316406
2010-11-12,98.33407333333334,0.13,0.00000,9.616666666666667,19.63,77.25,133.69000244140625
2010-11-15,98.44449333333333,0.14,0.00000,9.566666666666668,83.38,186.6,132.4199981689453
2010-11-16,98.4813,0.15,0.93000,9.55,39.47,123.29,130.97000122070312
2010-11-17,98.51810666666668,0.14,0.00000,9.533333333333331,6.32,204.46,130.3800048828125
2010-11-18,98.55491333333332,0.15,0.92000,9.516666666666667,15.62,124.95,132.08999633789062
2010-11-19,98.59172,0.14,0.00000,9.5,19.38,167.29,132.1999969482422
2010-11-22,98.70214,0.15,0.00000,9.45,20.33,150.98,133.47999572753906
2010-11-23,98.73894666666666,0.15,0.00000,9.433333333333334,7.94,69.59,134.41000366210938
2010-11-24,98.77575333333333,0.16,0.00000,9.416666666666668,17.87,115.72,134.17999267578125
2010-11-26,98.84936666666668,0.16,0.00000,9.383333333333336,40.38,236.9,133.11000061035156
2010-11-29,98.95978666666667,0.18,0.00000,9.333333333333334,65.67,216.8,133.50999450683594
2010-11-30,98.99659333333334,0.17,0.00000,9.316666666666668,16.52,163.66,135.4199981689453
2010-12-01,99.0334,0.16,0.37000,9.3,25.59,138.88,135.3800048828125
2010-12-02,99.03479677419357,0.16,0.64000,9.293548387096775,10.9,166.12,135.1999969482422
2010-12-03,99.0361935483871,0.14,0.00000,9.287096774193548,20.01,188.06,138.07000732421875
2010-12-06,99.04038387096774,0.15,0.00000,9.26774193548387,31.67,156.81,139.11000061035156
2010-12-07,99.0417806451613,0.14,0.00000,9.261290322580646,24.67,156.64,136.5
2010-12-08,99.04317741935483,0.15,0.00000,9.25483870967742,31.26,164.32,134.7899932861328
2010-12-09,99.0445741935484,0.14,0.00000,9.248387096774191,31.41,143.55,135.3699951171875
2010-12-10,99.04597096774194,0.13,0.00000,9.241935483870968,13.56,219.55,135.41000366210938
2010-12-13,99.05016129032258,0.15,0.63000,9.22258064516129,64.87,193.55,136.0500030517578
2010-12-14,99.05155806451612,0.15,0.00000,9.216129032258063,8.08,141.65,136.17999267578125
2010-12-15,99.05295483870968,0.14,0.00000,9.209677419354838,18.84,153.08,134.6999969482422
2010-12-16,99.05435161290325,0.13,0.00000,9.203225806451613,10.59,149.21,133.80999755859375
2010-12-17,99.05574838709676,0.11,0.00000,9.196774193548388,6.76,252.45,134.1999969482422
2010-12-20,99.05993870967744,0.14,0.00000,9.17741935483871,21.51,147.51,135.11000061035156
2010-12-21,99.06133548387096,0.14,0.00000,9.170967741935485,24.89,132.73,135.32000732421875
2010-12-22,99.06273225806451,0.14,0.00000,9.164516129032258,12.82,129.36,135.0500030517578
2010-12-23,99.06412903225808,0.14,0.00000,9.158064516129032,11.64,79.79,134.66000366210938
2010-12-27,99.06971612903226,0.17,0.00000,9.13225806451613,23.75,167.35,135.02000427246094
2010-12-28,99.0711129032258,0.15,0.54000,9.125806451612902,46.34,134.15,137.22000122070312
2010-12-29,99.07250967741936,0.13,0.00000,9.119354838709675,35.07,112.22,137.7100067138672
2010-12-30,99.0739064516129,0.12,0.00000,9.112903225806452,82.76,126.1,137.02999877929688
2010-12-31,99.07530322580644,0.12,0.00000,9.106451612903223,87.88,180.76,138.72000122070312
2011-01-03,99.06306129032258,0.15,1.29000,9.093548387096774,21.97,179.94,138.0
2011-01-04,99.05624193548388,0.14,0.00000,9.09032258064516,33.85,99.93,134.75
2011-01-05,99.04942258064516,0.14,0.36000,9.087096774193547,6.18,117.62,134.3699951171875
2011-01-06,99.04260322580646,0.15,0.00000,9.083870967741936,5.41,210.12,133.8300018310547
2011-01-07,99.03578387096776,0.14,2.33000,9.080645161290322,6.64,78.36,133.5800018310547
2011-01-10,99.0153258064516,0.15,0.00000,9.070967741935483,10.42,142.87,134.1199951171875
2011-01-11,99.0085064516129,0.15,0.46000,9.067741935483872,7.89,99.18,134.91000366210938
2011-01-12,99.0016870967742,0.15,0.00000,9.064516129032258,37.62,143.29,135.4600067138672
2011-01-13,98.9948677419355,0.15,0.32000,9.061290322580644,10.8,86.38,134.0500030517578
2011-01-14,98.98804838709678,0.15,0.00000,9.058064516129033,13.0,121.36,132.69000244140625
2011-01-18,98.96077096774194,0.16,0.00000,9.04516129032258,16.26,130.09,133.42999267578125
2011-01-19,98.95395161290324,0.16,1.06000,9.041935483870969,30.14,169.89,133.72000122070312
2011-01-20,98.94713225806451,0.16,0.00000,9.038709677419355,25.95,112.69,131.1999969482422
2011-01-21,98.94031290322582,0.16,0.00000,9.035483870967742,32.62,109.35,131.02999877929688
2011-01-24,98.91985483870968,0.16,0.62000,9.025806451612905,31.52,160.06,130.36000061035156
2011-01-25,98.91303548387096,0.16,0.00000,9.022580645161293,7.95,99.94,130.10000610351562
2011-01-26,98.90621612903226,0.16,0.35000,9.019354838709678,29.48,110.03,131.16000366210938
2011-01-27,98.89939677419356,0.15,2.11000,9.016129032258064,5.14,113.47,127.93000030517578
2011-01-28,98.89257741935484,0.15,0.73000,9.012903225806452,30.94,122.57,130.27999877929688
2011-01-31,98.87211935483872,0.15,0.59000,9.003225806451614,29.94,114.06,129.8699951171875
2011-02-01,98.8653,0.15,0.00000,9.0,30.36,135.88,130.8000030517578
2011-02-02,98.87448571428573,0.16,0.00000,9.0,35.66,81.51,130.4499969482422
2011-02-03,98.88367142857145,0.14,0.00000,9.0,5.17,62.98,132.1999969482422
2011-02-04,98.89285714285715,0.15,0.00000,9.0,6.38,97.16,131.66000366210938
2011-02-07,98.92041428571429,0.16,0.00000,9.0,10.21,139.94,131.67999267578125
2011-02-08,98.9296,0.15,0.45000,9.0,22.99,108.0,133.13999938964844
2011-02-09,98.93878571428571,0.14,0.00000,9.0,11.49,80.97,133.07000732421875
2011-02-10,98.94797142857144,0.12,0.00000,9.0,40.19,59.31,132.85000610351562
2011-02-11,98.95715714285714,0.12,0.00000,9.0,6.26,81.01,132.32000732421875
2011-02-14,98.98471428571428,0.13,0.59000,9.0,30.44,185.5,132.9499969482422
2011-02-15,98.9939,0.13,0.45000,9.0,23.19,156.02,133.97000122070312
2011-02-16,99.00308571428572,0.12,0.34000,9.0,45.74,106.72,134.10000610351562
2011-02-17,99.01227142857144,0.09,0.87000,9.0,14.88,83.15,135.0399932861328
2011-02-18,99.02145714285714,0.1,0.00000,9.0,12.48,97.46,135.41000366210938
2011-02-22,99.0582,0.12,0.00000,9.0,40.86,149.43,136.2899932861328
2011-02-23,99.06738571428572,0.12,0.00000,9.0,34.44,104.96,137.50999450683594
2011-02-24,99.07657142857144,0.13,0.00000,9.0,20.21,117.41,136.47999572753906
2011-02-25,99.08575714285716,0.13,0.00000,9.0,12.45,128.07,137.3800048828125
2011-02-28,99.11331428571428,0.15,0.00000,9.0,50.61,84.82,137.66000366210938
2011-03-01,99.1225,0.14,0.00000,9.0,30.21,140.96,140.02999877929688
2011-03-02,99.11676451612904,0.13,0.00000,9.003225806451614,11.3,202.3,139.9199981689453
2011-03-03,99.11102903225806,0.13,0.00000,9.006451612903225,9.95,106.1,138.08999633789062
2011-03-04,99.1052935483871,0.12,0.00000,9.00967741935484,18.25,78.77,139.35000610351562
2011-03-07,99.0880870967742,0.11,0.59000,9.019354838709678,50.03,141.02,139.72000122070312
2011-03-08,99.08235161290322,0.11,0.45000,9.022580645161293,69.06,143.22,139.36000061035156
2011-03-09,99.07661612903226,0.1,0.00000,9.025806451612905,22.71,110.3,139.41000366210938
2011-03-10,99.0708806451613,0.08,0.00000,9.029032258064516,24.73,126.24,137.77000427246094
2011-03-11,99.06514516129032,0.08,0.00000,9.032258064516128,88.27,170.51,138.22000122070312
2011-03-14,99.04793870967742,0.09,0.00000,9.041935483870969,311.62,193.87,138.86000061035156
2011-03-15,99.04220322580645,0.1,0.00000,9.04516129032258,142.85,178.36,136.27000427246094
2011-03-16,99.03646774193548,0.1,0.00000,9.048387096774194,52.44,133.15,136.24000549316406
2011-03-17,99.03073225806452,0.08,0.29000,9.051612903225806,19.87,145.73,136.97000122070312
2011-03-18,99.02499677419355,0.07,0.00000,9.05483870967742,12.72,140.54,138.3699951171875
2011-03-21,99.00779032258065,0.1,1.21000,9.064516129032258,31.08,134.17,139.13999938964844
2011-03-22,99.00205483870968,0.1,0.00000,9.067741935483872,55.85,100.29,139.0500030517578
2011-03-23,98.9963193548387,0.09,0.00000,9.070967741935483,39.77,106.04,140.33999633789062
2011-03-24,98.99058387096774,0.09,0.00000,9.074193548387097,14.91,109.82,139.22000122070312
2011-03-25,98.98484838709678,0.09,0.00000,9.077419354838709,63.32,110.94,139.25999450683594
2011-03-28,98.96764193548388,0.11,0.00000,9.087096774193547,10.4,182.28,138.5399932861328
2011-03-29,98.9619064516129,0.1,0.00000,9.09032258064516,55.96,124.84,138.2100067138672
2011-03-30,98.95617096774194,0.1,0.00000,9.093548387096774,17.38,150.03,138.6699981689453
2011-03-31,98.95043548387096,0.09,0.29000,9.096774193548386,125.02,81.91,139.86000061035156
2011-04-01,98.9447,0.07,0.36000,9.1,12.36,148.31,139.1999969482422
2011-04-04,98.95998,0.06,0.00000,9.09,10.07,103.52,139.83999633789062
2011-04-05,98.96507333333334,0.07,0.00000,9.086666666666666,15.49,76.7,142.0500030517578
2011-04-06,98.97016666666669,0.06,0.32000,9.083333333333332,11.05,88.4,142.3800048828125
2011-04-07,98.97526,0.04,0.00000,9.08,9.74,163.18,142.50999450683594
2011-04-08,98.98035333333333,0.04,0.00000,9.076666666666666,6.16,107.93,143.66000366210938
2011-04-11,98.99563333333332,0.05,0.59000,9.066666666666666,10.11,119.37,142.63999938964844
2011-04-12,99.00072666666668,0.05,0.00000,9.063333333333333,7.72,120.58,141.61000061035156
2011-04-13,99.00582,0.06,0.00000,9.06,34.24,84.78,141.89999389648438
2011-04-14,99.01091333333332,0.07,0.58000,9.056666666666668,137.38,89.71,143.80999755859375
2011-04-15,99.01600666666668,0.07,0.00000,9.053333333333333,18.42,107.61,145.0500030517578
2011-04-18,99.03128666666666,0.07,1.15000,9.043333333333331,29.53,149.96,145.92999267578125
2011-04-19,99.03638,0.06,0.91000,9.04,23.18,129.47,145.92999267578125
2011-04-20,99.04147333333331,0.06,0.00000,9.036666666666669,11.83,105.92,146.5
2011-04-21,99.04656666666666,0.06,0.00000,9.033333333333331,129.68,77.9,146.74000549316406
2011-04-25,99.06694,0.07,0.00000,9.02,10.36,118.44,146.8699951171875
2011-04-26,99.07203333333334,0.07,0.00000,9.016666666666666,30.6,93.23,146.3800048828125
2011-04-27,99.07712666666666,0.06,0.00000,9.013333333333334,17.79,83.58,149.1999969482422
2011-04-28,99.08222,0.04,0.57000,9.01,9.77,66.98,149.82000732421875
2011-04-29,99.08731333333331,0.04,0.00000,9.006666666666666,12.17,71.85,152.3699951171875
2011-05-02,99.09566129032258,0.05,0.00000,9.003225806451614,10.05,145.49,150.41000366210938
2011-05-03,99.09382258064517,0.03,0.44000,9.006451612903225,7.54,120.64,149.8800048828125
2011-05-04,99.09198387096774,0.03,0.34000,9.00967741935484,17.17,100.29,147.72999572753906
2011-05-05,99.09014516129032,0.02,0.00000,9.012903225806452,120.83,88.21,143.47000122070312
2011-05-06,99.0883064516129,0.02,0.36000,9.016129032258064,12.21,65.14,145.3000030517578
2011-05-09,99.08279032258064,0.03,0.59000,9.025806451612905,10.14,104.29,147.3800048828125
2011-05-10,99.08095161290322,0.03,0.00000,9.029032258064516,7.67,108.15,147.89999389648438
2011-05-11,99.0791129032258,0.03,0.00000,9.032258064516128,46.94,71.52,146.5399932861328
2011-05-12,99.07727419354838,0.02,0.00000,9.035483870967742,4.96,62.3,146.58999633789062
2011-05-13,99.07543548387096,0.03,0.00000,9.038709677419355,24.29,94.82,145.6300048828125
2011-05-16,99.0699193548387,0.04,0.00000,9.048387096774194,30.41,123.56,145.3699951171875
2011-05-17,99.06808064516127,0.04,0.00000,9.051612903225806,45.98,105.09,144.74000549316406
2011-05-18,99.06624193548387,0.05,0.00000,9.05483870967742,35.84,75.09,145.60000610351562
2011-05-19,99.06440322580644,0.05,0.29000,9.058064516129033,30.12,95.62,145.64999389648438
2011-05-20,99.06256451612904,0.05,0.00000,9.061290322580644,37.24,56.74,147.49000549316406
2011-05-23,99.05704838709676,0.06,0.00000,9.070967741935483,29.91,121.54,147.8300018310547
2011-05-24,99.05520967741936,0.06,0.00000,9.074193548387097,30.28,89.39,148.58999633789062
2011-05-25,99.05337096774193,0.06,0.00000,9.077419354838709,24.22,115.3,148.5800018310547
2011-05-26,99.05153225806453,0.05,0.00000,9.080645161290322,15.22,79.23,148.22000122070312
2011-05-27,99.0496935483871,0.05,0.00000,9.083870967741936,6.36,82.4,149.6999969482422
2011-05-31,99.0423387096774,0.06,0.00000,9.096774193548386,18.75,71.4,149.63999938964844
2011-06-01,99.0405,0.05,0.00000,9.1,31.19,97.43,149.91000366210938
2011-06-02,99.06170333333333,0.04,0.00000,9.096666666666666,52.63,78.19,149.5
2011-06-03,99.08290666666666,0.04,0.00000,9.093333333333334,58.21,120.72,150.22000122070312
2011-06-06,99.14651666666666,0.05,0.00000,9.083333333333332,10.41,107.05,150.47999572753906
2011-06-07,99.16772,0.05,0.00000,9.08,32.67,93.34,150.4199981689453
2011-06-08,99.18892333333332,0.04,0.00000,9.076666666666666,12.32,93.84,149.80999755859375
2011-06-09,99.21012666666668,0.05,0.00000,9.073333333333332,144.67,86.6,150.55999755859375
2011-06-10,99.23133,0.05,0.38000,9.07,26.23,182.31,149.24000549316406
2011-06-13,99.29494,0.05,0.00000,9.06,44.2,122.06,147.77000427246094
2011-06-14,99.31614333333332,0.05,0.00000,9.056666666666668,73.63,134.01,148.6699981689453
2011-06-15,99.33734666666666,0.05,2.95000,9.053333333333333,81.82,76.72,149.1199951171875
2011-06-16,99.35855,0.05,0.00000,9.05,48.04,124.02,148.97000122070312
2011-06-17,99.37975333333333,0.04,0.00000,9.046666666666669,13.24,171.5,149.94000244140625
2011-06-20,99.44336333333332,0.03,0.63000,9.036666666666669,43.21,201.65,150.02999877929688
2011-06-21,99.46456666666666,0.03,0.00000,9.033333333333331,8.38,95.73,150.75999450683594
2011-06-22,99.48577,0.02,0.00000,9.03,51.7,68.93,150.99000549316406
2011-06-23,99.50697333333332,0.01,0.00000,9.026666666666667,5.34,109.84,148.33999633789062
2011-06-24,99.52817666666668,0.02,0.00000,9.023333333333332,6.56,124.95,146.25999450683594
2011-06-27,99.59178666666666,0.02,0.00000,9.013333333333334,43.91,108.71,145.72999572753906
2011-06-28,99.61299,0.03,0.00000,9.01,34.54,101.97,146.24000549316406
2011-06-29,99.63419333333331,0.02,0.00000,9.006666666666666,107.03,132.5,147.17999267578125
2011-06-30,99.65539666666666,0.03,0.00000,9.003333333333334,5.63,128.68,146.0
2011-07-01,99.6766,0.02,0.00000,9.0,6.87,75.9,144.92999267578125
2011-07-05,99.75244516129032,0.02,0.00000,9.0,29.11,118.28,147.6300048828125
2011-07-06,99.77140645161288,0.01,0.80000,9.0,34.03,134.79,148.91000366210938
2011-07-07,99.79036774193548,0.03,0.00000,9.0,5.7,99.83,149.14999389648438
2011-07-08,99.80932903225806,0.03,0.00000,9.0,7.08,199.44,150.25
2011-07-11,99.8662129032258,0.03,0.65000,9.0,55.8,250.81,151.58999633789062
2011-07-12,99.88517419354838,0.03,0.00000,9.0,8.64,187.56,152.77000427246094
2011-07-13,99.90413548387096,0.01,0.00000,9.0,33.22,129.06,154.13999938964844
2011-07-14,99.92309677419354,0.01,0.33000,9.0,28.01,170.74,154.5399932861328
2011-07-15,99.94205806451612,0.02,0.00000,9.0,33.56,163.6,155.1999969482422
2011-07-18,99.99894193548388,0.02,0.00000,9.0,101.86,99.15,156.57000732421875
2011-07-19,100.01790322580644,0.03,0.00000,9.0,33.31,136.4,154.66000366210938
2011-07-20,100.03686451612904,0.02,0.00000,9.0,19.6,116.97,156.02000427246094
2011-07-21,100.0558258064516,0.05,0.00000,9.0,33.13,121.99,154.8300018310547
2011-07-22,100.0747870967742,0.05,0.40000,9.0,20.39,199.37,156.1199951171875
2011-07-25,100.13167096774193,0.05,0.67000,9.0,11.41,338.91,157.33999633789062
2011-07-26,100.1506322580645,0.07,0.00000,9.0,153.3,266.01,157.77000427246094
2011-07-27,100.1695935483871,0.08,0.00000,9.0,73.38,261.74,157.19000244140625
2011-07-28,100.18855483870968,0.07,0.00000,9.0,71.29,254.85,157.32000732421875
2011-07-29,100.20751612903226,0.1,0.00000,9.0,192.85,291.21,158.2899932861328
2011-08-01,100.2644,0.1,0.00000,9.0,136.94,329.02,157.72000122070312
2011-08-02,100.24526129032256,0.06,0.00000,9.0,351.47,490.89,161.52000427246094
2011-08-03,100.22612258064515,0.02,0.38000,9.0,64.49,356.2,161.49000549316406
2011-08-04,100.20698387096772,0.02,0.00000,9.0,197.48,130.12,160.63999938964844
2011-08-05,100.18784516129033,0.01,0.00000,9.0,259.61,189.76,161.75
2011-08-08,100.13042903225806,0.05,2.60000,9.0,897.41,476.87,167.1199951171875
2011-08-09,100.11129032258064,0.03,1.49000,9.0,620.37,443.48,168.61000061035156
2011-08-10,100.09215161290322,0.02,0.00000,9.0,388.49,305.99,174.5800018310547
2011-08-11,100.0730129032258,0.03,0.64000,9.0,659.05,230.29,170.75
2011-08-12,100.05387419354838,0.02,0.00000,9.0,417.71,359.28,169.97000122070312
